Record_ID,Date,Region,Team,Opening_Backlog,Requests_Received,Total_Workload,Requests_Completed,Closing_Backlog,Incident_Count,High_Critical_Incidents,Average_Completion_Days,SLA_Compliance,Quality_Pass_Rate,Customer_Satisfaction,Staff_Utilisation,Completion_Rate
OPS-100219,2026-01-09,South East,Estates Support,30,55,85,60,25,0,0,4.0,0.764,0.956,4.1,0.695,0.706
OPS-100220,2026-01-09,South East,Workplace Projects,51,35,86,22,64,0,0,6.7,0.6,0.99,2.5,0.719,0.256
OPS-100221,2026-01-09,Wales,Workplace Services,111,43,154,24,130,0,0,8.0,0.6,0.964,2.5,0.771,0.156
OPS-100222,2026-01-09,Wales,Facilities Response,88,31,119,29,90,1,0,8.0,0.6,0.987,2.5,0.706,0.244
OPS-100223,2026-01-09,Wales,Estates Support,87,41,128,28,100,0,0,8.0,0.6,0.964,2.5,0.755,0.219
OPS-100224,2026-01-09,Wales,Workplace Projects,0,17,17,17,0,0,0,1.1,0.998,1.0,4.5,0.74,1.0
OPS-100225,2026-01-11,Scotland,Workplace Services,46,58,104,43,61,0,0,6.5,0.6,0.97,2.5,0.705,0.413
OPS-100226,2026-01-11,Scotland,Facilities Response,0,41,41,41,0,0,0,1.5,0.992,0.992,4.4,0.71,1.0
OPS-100227,2026-01-11,Scotland,Estates Support,91,31,122,38,84,0,0,8.0,0.6,0.969,2.5,0.786,0.311
OPS-100228,2026-01-11,Scotland,Workplace Projects,0,29,29,29,0,0,0,1.9,0.977,1.0,4.3,0.777,1.0
OPS-100229,2026-01-11,North East,Workplace Services,0,48,48,48,0,0,0,1.0,0.986,0.981,4.6,0.692,1.0
OPS-100230,2026-01-11,North East,Facilities Response,0,36,36,36,0,1,0,1.3,0.957,0.986,4.2,0.706,1.0
OPS-100231,2026-01-11,North East,Estates Support,194,28,222,19,203,0,0,8.0,0.6,1.0,2.5,0.709,0.086
OPS-100232,2026-01-11,North East,Workplace Projects,25,35,60,24,36,0,0,4.4,0.723,0.982,3.7,0.774,0.4
OPS-100233,2026-01-11,North West,Workplace Services,83,46,129,30,99,0,0,8.0,0.6,0.989,2.5,0.779,0.233
OPS-100234,2026-01-11,North West,Facilities Response,117,74,191,26,165,0,0,8.0,0.6,1.0,2.5,0.783,0.136
OPS-100235,2026-01-11,North West,Estates Support,200,42,242,16,226,0,0,8.0,0.6,0.974,2.5,0.667,0.066
OPS-100236,2026-01-11,North West,Workplace Projects,0,29,29,29,0,1,1,2.2,0.878,0.921,4.6,0.723,1.0
OPS-100237,2026-01-11,Midlands,Workplace Services,2,30,32,32,0,0,0,1.2,0.966,0.946,4.4,0.814,1.0
OPS-100238,2026-01-11,Midlands,Facilities Response,72,44,116,31,85,0,0,8.0,0.6,0.978,2.5,0.788,0.267
OPS-100239,2026-01-11,Midlands,Estates Support,32,44,76,30,46,0,0,5.0,0.711,0.971,3.1,0.788,0.395
OPS-100240,2026-01-11,Midlands,Workplace Projects,0,31,31,31,0,0,0,1.5,0.955,0.975,4.5,0.72,1.0
OPS-100241,2026-01-11,South West,Workplace Services,123,39,162,26,136,0,0,8.0,0.6,0.948,2.5,0.703,0.16
OPS-100242,2026-01-11,South West,Facilities Response,0,31,31,31,0,1,0,1.3,0.958,1.0,4.3,0.689,1.0
OPS-100243,2026-01-11,South West,Estates Support,0,53,53,53,0,0,0,1.5,0.986,1.0,4.3,0.649,1.0
OPS-100244,2026-01-11,South West,Workplace Projects,0,32,32,32,0,0,0,1.2,0.958,0.989,4.7,0.673,1.0
OPS-100245,2026-01-11,South East,Workplace Services,28,46,74,47,27,0,0,3.9,0.797,0.993,3.5,0.669,0.635
OPS-100246,2026-01-11,South East,Facilities Response,238,65,303,17,286,0,0,8.0,0.6,0.957,2.5,0.751,0.056
OPS-100247,2026-01-11,South East,Estates Support,25,37,62,48,14,1,0,2.9,0.853,0.948,4.1,0.695,0.774
OPS-100248,2026-01-11,South East,Workplace Projects,64,46,110,25,85,0,0,8.0,0.6,0.998,2.5,0.719,0.227
OPS-100249,2026-01-11,Wales,Workplace Services,130,36,166,25,141,0,0,8.0,0.6,0.973,2.5,0.771,0.151
OPS-100250,2026-01-11,Wales,Facilities Response,90,35,125,26,99,0,0,8.0,0.6,0.984,2.5,0.706,0.208
OPS-100251,2026-01-11,Wales,Estates Support,100,25,125,34,91,0,0,8.0,0.6,1.0,2.5,0.755,0.272
OPS-100252,2026-01-11,Wales,Workplace Projects,0,14,14,14,0,1,0,1.4,0.893,0.997,4.2,0.74,1.0
OPS-100253,2026-01-12,Scotland,Workplace Services,61,37,98,38,60,0,0,6.2,0.627,0.982,2.5,0.705,0.388
OPS-100254,2026-01-12,Scotland,Facilities Response,0,42,42,42,0,0,0,1.9,0.988,0.997,4.1,0.71,1.0
OPS-100255,2026-01-12,Scotland,Estates Support,84,43,127,34,93,0,0,8.0,0.6,0.987,2.5,0.786,0.268
OPS-100256,2026-01-12,Scotland,Workplace Projects,0,30,30,30,0,0,0,1.0,0.953,0.976,4.5,0.777,1.0
OPS-100257,2026-01-12,North East,Workplace Services,0,29,29,29,0,0,0,1.7,0.959,0.994,4.4,0.692,1.0
OPS-100258,2026-01-12,North East,Facilities Response,0,32,32,32,0,0,0,1.9,0.968,0.994,4.1,0.706,1.0
OPS-100259,2026-01-12,North East,Estates Support,203,38,241,18,223,0,0,8.0,0.6,0.993,2.5,0.709,0.075
OPS-100260,2026-01-12,North East,Workplace Projects,36,24,60,25,35,0,0,4.5,0.731,0.939,3.1,0.774,0.417
OPS-100261,2026-01-12,North West,Workplace Services,99,46,145,31,114,0,0,8.0,0.6,1.0,2.5,0.779,0.214
OPS-100262,2026-01-12,North West,Facilities Response,165,49,214,23,191,0,0,8.0,0.6,1.0,2.5,0.783,0.107
OPS-100263,2026-01-12,North West,Estates Support,226,44,270,19,251,0,0,8.0,0.6,1.0,2.5,0.667,0.07
OPS-100264,2026-01-12,North West,Workplace Projects,0,30,30,30,0,0,0,1.3,0.943,0.994,4.8,0.723,1.0
OPS-100265,2026-01-12,Midlands,Workplace Services,0,47,47,44,3,0,0,1.7,0.992,0.985,4.7,0.814,0.936
OPS-100266,2026-01-12,Midlands,Facilities Response,85,34,119,32,87,1,1,8.0,0.6,0.912,2.5,0.788,0.269
OPS-100267,2026-01-12,Midlands,Estates Support,46,48,94,37,57,0,0,5.9,0.636,0.975,2.5,0.788,0.394
OPS-100268,2026-01-12,Midlands,Workplace Projects,0,23,23,23,0,1,0,1.6,0.973,0.988,4.4,0.72,1.0
OPS-100269,2026-01-12,South West,Workplace Services,136,42,178,31,147,0,0,8.0,0.6,0.976,2.5,0.703,0.174
OPS-100270,2026-01-12,South West,Facilities Response,0,42,42,42,0,0,0,1.7,0.981,0.945,4.8,0.689,1.0
OPS-100271,2026-01-12,South West,Estates Support,0,39,39,39,0,0,0,1.5,1.0,0.975,5.0,0.649,1.0
OPS-100272,2026-01-12,South West,Workplace Projects,0,23,23,23,0,0,0,1.5,0.978,0.969,4.6,0.673,1.0
OPS-100273,2026-01-12,South East,Workplace Services,27,67,94,51,43,0,0,4.4,0.681,0.989,3.1,0.669,0.543
OPS-100274,2026-01-12,South East,Facilities Response,286,54,340,16,324,0,0,8.0,0.6,0.975,2.5,0.751,0.047
OPS-100275,2026-01-12,South East,Estates Support,14,42,56,50,6,0,0,1.6,0.931,0.986,4.3,0.695,0.893
OPS-100276,2026-01-12,South East,Workplace Projects,85,38,123,23,100,0,0,8.0,0.6,0.962,2.5,0.719,0.187
OPS-100277,2026-01-12,Wales,Workplace Services,141,59,200,28,172,0,0,8.0,0.6,0.974,2.5,0.771,0.14
OPS-100278,2026-01-12,Wales,Facilities Response,99,36,135,27,108,0,0,8.0,0.6,0.96,2.5,0.706,0.2
OPS-100279,2026-01-12,Wales,Estates Support,91,28,119,32,87,0,0,8.0,0.6,0.989,2.5,0.755,0.269
OPS-100280,2026-01-12,Wales,Workplace Projects,0,36,36,36,0,0,0,0.8,0.964,0.996,4.5,0.74,1.0
OPS-100281,2026-01-13,Scotland,Workplace Services,60,31,91,42,49,1,0,5.6,0.637,1.0,2.5,0.705,0.462
OPS-100282,2026-01-13,Scotland,Facilities Response,0,34,34,34,0,1,0,1.4,0.93,1.0,4.6,0.71,1.0
OPS-100283,2026-01-13,Scotland,Estates Support,93,46,139,35,104,0,0,8.0,0.6,0.989,2.5,0.786,0.252
OPS-100284,2026-01-13,Scotland,Workplace Projects,0,25,25,25,0,0,0,1.4,0.973,0.929,4.5,0.777,1.0
OPS-100285,2026-01-13,North East,Workplace Services,0,39,39,39,0,0,0,1.3,0.995,0.971,4.7,0.692,1.0
OPS-100286,2026-01-13,North East,Facilities Response,0,33,33,33,0,0,0,1.5,1.0,1.0,4.6,0.706,1.0
OPS-100287,2026-01-13,North East,Estates Support,223,45,268,20,248,0,0,8.0,0.6,0.973,2.5,0.709,0.075
OPS-100288,2026-01-13,North East,Workplace Projects,35,28,63,30,33,2,0,5.0,0.707,0.982,3.2,0.774,0.476
OPS-100289,2026-01-13,North West,Workplace Services,114,38,152,28,124,1,0,8.0,0.6,0.953,2.5,0.779,0.184
OPS-100290,2026-01-13,North West,Facilities Response,191,36,227,21,206,0,0,8.0,0.6,1.0,2.5,0.783,0.093
OPS-100291,2026-01-13,North West,Estates Support,251,24,275,20,255,0,0,8.0,0.6,0.951,2.5,0.667,0.073
OPS-100292,2026-01-13,North West,Workplace Projects,0,26,26,26,0,1,1,1.8,0.856,0.96,4.3,0.723,1.0
OPS-100293,2026-01-13,Midlands,Workplace Services,3,31,34,34,0,0,0,1.4,0.938,0.938,4.6,0.814,1.0
OPS-100294,2026-01-13,Midlands,Facilities Response,87,47,134,28,106,0,0,8.0,0.6,0.998,2.5,0.788,0.209
OPS-100295,2026-01-13,Midlands,Estates Support,57,42,99,38,61,0,0,6.9,0.6,0.977,2.5,0.788,0.384
OPS-100296,2026-01-13,Midlands,Workplace Projects,0,29,29,29,0,0,0,0.9,0.981,0.967,4.6,0.72,1.0
OPS-100297,2026-01-13,South West,Workplace Services,147,26,173,25,148,0,0,8.0,0.6,0.991,2.5,0.703,0.145
OPS-100298,2026-01-13,South West,Facilities Response,0,46,46,46,0,0,0,1.9,0.931,0.967,4.5,0.689,1.0
OPS-100299,2026-01-13,South West,Estates Support,0,63,63,43,20,0,0,3.3,0.855,0.985,3.8,0.649,0.683
OPS-100300,2026-01-13,South West,Workplace Projects,0,35,35,35,0,0,0,1.2,0.957,1.0,4.4,0.673,1.0
OPS-100301,2026-01-13,South East,Workplace Services,43,54,97,60,37,0,0,4.1,0.732,0.984,2.9,0.669,0.619
OPS-100302,2026-01-13,South East,Facilities Response,324,39,363,17,346,0,0,8.0,0.6,1.0,2.5,0.751,0.047
OPS-100303,2026-01-13,South East,Estates Support,6,47,53,50,3,0,0,1.5,0.88,0.98,4.3,0.695,0.943
OPS-100304,2026-01-13,South East,Workplace Projects,100,46,146,23,123,0,0,8.0,0.6,0.998,2.5,0.719,0.158
OPS-100305,2026-01-13,Wales,Workplace Services,172,46,218,27,191,0,0,8.0,0.6,0.964,2.5,0.771,0.124
OPS-100306,2026-01-13,Wales,Facilities Response,108,31,139,30,109,0,0,8.0,0.6,0.986,2.5,0.706,0.216
OPS-100307,2026-01-13,Wales,Estates Support,87,51,138,35,103,0,0,8.0,0.6,1.0,2.5,0.755,0.254
OPS-100308,2026-01-13,Wales,Workplace Projects,0,23,23,23,0,0,0,2.0,0.967,0.97,4.8,0.74,1.0
OPS-100309,2026-01-14,Scotland,Workplace Services,49,46,95,42,53,1,0,6.5,0.63,0.984,2.5,0.705,0.442
OPS-100310,2026-01-14,Scotland,Facilities Response,0,40,40,40,0,0,0,2.3,0.975,0.999,4.8,0.71,1.0
OPS-100311,2026-01-14,Scotland,Estates Support,104,58,162,39,123,0,0,8.0,0.6,0.984,2.5,0.786,0.241
OPS-100312,2026-01-14,Scotland,Workplace Projects,0,30,30,30,0,0,0,1.5,0.967,1.0,4.4,0.777,1.0
OPS-100313,2026-01-14,North East,Workplace Services,0,45,45,44,1,1,0,1.3,0.946,0.966,4.3,0.692,0.978
OPS-100314,2026-01-14,North East,Facilities Response,0,51,51,48,3,2,0,2.2,0.91,0.972,4.6,0.706,0.941
OPS-100315,2026-01-14,North East,Estates Support,248,42,290,22,268,0,0,8.0,0.6,1.0,2.5,0.709,0.076
OPS-100316,2026-01-14,North East,Workplace Projects,33,27,60,29,31,0,0,3.9,0.76,0.981,3.5,0.774,0.483
OPS-100317,2026-01-14,North West,Workplace Services,124,47,171,37,134,0,0,8.0,0.6,0.983,2.5,0.779,0.216
OPS-100318,2026-01-14,North West,Facilities Response,206,38,244,25,219,0,0,8.0,0.6,0.998,2.5,0.783,0.102
OPS-100319,2026-01-14,North West,Estates Support,255,47,302,20,282,0,0,8.0,0.6,0.986,2.5,0.667,0.066
OPS-100320,2026-01-14,North West,Workplace Projects,0,35,35,35,0,0,0,1.1,0.999,0.987,4.6,0.723,1.0
OPS-100321,2026-01-14,Midlands,Workplace Services,0,46,46,46,0,0,0,1.6,0.945,0.982,4.9,0.814,1.0
OPS-100322,2026-01-14,Midlands,Facilities Response,106,75,181,31,150,0,0,8.0,0.6,0.959,2.5,0.788,0.171
OPS-100323,2026-01-14,Midlands,Estates Support,61,46,107,32,75,0,0,7.4,0.6,0.994,2.5,0.788,0.299
OPS-100324,2026-01-14,Midlands,Workplace Projects,0,21,21,21,0,0,0,1.1,0.937,0.972,4.8,0.72,1.0
OPS-100325,2026-01-14,South West,Workplace Services,148,56,204,30,174,0,0,8.0,0.6,0.991,2.5,0.703,0.147
OPS-100326,2026-01-14,South West,Facilities Response,0,25,25,25,0,0,0,1.6,0.994,0.987,4.4,0.689,1.0
OPS-100327,2026-01-14,South West,Estates Support,20,45,65,49,16,0,0,2.5,0.903,0.983,4.0,0.649,0.754
OPS-100328,2026-01-14,South West,Workplace Projects,0,25,25,25,0,0,0,1.1,0.963,1.0,4.6,0.673,1.0
OPS-100329,2026-01-14,South East,Workplace Services,37,35,72,61,11,0,0,2.4,0.908,1.0,4.7,0.669,0.847
OPS-100330,2026-01-14,South East,Facilities Response,346,62,408,20,388,0,0,8.0,0.6,0.982,2.5,0.751,0.049
OPS-100331,2026-01-14,South East,Estates Support,3,58,61,49,12,0,0,2.9,0.919,0.99,4.1,0.695,0.803
OPS-100332,2026-01-14,South East,Workplace Projects,123,43,166,23,143,0,0,8.0,0.6,0.984,2.5,0.719,0.139
OPS-100333,2026-01-14,Wales,Workplace Services,191,30,221,23,198,0,0,8.0,0.6,1.0,2.5,0.771,0.104
OPS-100334,2026-01-14,Wales,Facilities Response,109,53,162,28,134,0,0,8.0,0.6,0.962,2.5,0.706,0.173
OPS-100335,2026-01-14,Wales,Estates Support,103,30,133,33,100,0,0,8.0,0.6,0.995,2.5,0.755,0.248
OPS-100336,2026-01-14,Wales,Workplace Projects,0,18,18,18,0,0,0,1.3,0.955,0.953,4.3,0.74,1.0
OPS-100337,2026-01-15,Scotland,Workplace Services,53,28,81,35,46,0,0,5.0,0.742,0.969,2.7,0.705,0.432
OPS-100338,2026-01-15,Scotland,Facilities Response,0,26,26,26,0,0,0,0.8,1.0,1.0,4.5,0.71,1.0
OPS-100339,2026-01-15,Scotland,Estates Support,123,44,167,33,134,0,0,8.0,0.6,0.999,2.5,0.786,0.198
OPS-100340,2026-01-15,Scotland,Workplace Projects,0,24,24,24,0,0,0,1.9,0.96,1.0,4.5,0.777,1.0
OPS-100341,2026-01-15,North East,Workplace Services,1,41,42,42,0,0,0,1.2,0.998,0.984,4.2,0.692,1.0
OPS-100342,2026-01-15,North East,Facilities Response,3,49,52,45,7,0,0,1.9,0.955,0.944,4.6,0.706,0.865
OPS-100343,2026-01-15,North East,Estates Support,268,27,295,18,277,0,0,8.0,0.6,0.981,2.5,0.709,0.061
OPS-100344,2026-01-15,North East,Workplace Projects,31,36,67,27,40,0,0,4.7,0.713,0.963,3.2,0.774,0.403
OPS-100345,2026-01-15,North West,Workplace Services,134,39,173,37,136,0,0,8.0,0.6,0.951,2.5,0.779,0.214
OPS-100346,2026-01-15,North West,Facilities Response,219,36,255,27,228,0,0,8.0,0.6,0.987,2.5,0.783,0.106
OPS-100347,2026-01-15,North West,Estates Support,282,50,332,16,316,1,1,8.0,0.6,0.928,2.5,0.667,0.048
OPS-100348,2026-01-15,North West,Workplace Projects,0,41,41,41,0,0,0,1.7,0.971,0.986,4.5,0.723,1.0
OPS-100349,2026-01-15,Midlands,Workplace Services,0,53,53,52,1,0,0,1.4,0.954,0.992,4.6,0.814,0.981
OPS-100350,2026-01-15,Midlands,Facilities Response,150,47,197,30,167,0,0,8.0,0.6,0.983,2.5,0.788,0.152
OPS-100351,2026-01-15,Midlands,Estates Support,75,34,109,36,73,0,0,7.2,0.6,0.979,,0.788,0.33
OPS-100352,2026-01-15,Midlands,Workplace Projects,0,34,34,34,0,0,0,1.8,0.989,1.0,4.7,0.72,1.0
OPS-100353,2026-01-15,South West,Workplace Services,174,54,228,25,203,0,0,8.0,0.6,0.993,2.5,0.703,0.11
OPS-100354,2026-01-15,South West,Facilities Response,0,39,39,39,0,0,0,1.1,1.0,0.977,4.8,0.689,1.0
OPS-100355,2026-01-15,South West,Estates Support,16,32,48,48,0,0,0,1.7,0.976,0.959,4.6,0.649,1.0
OPS-100356,2026-01-15,South West,Workplace Projects,0,34,34,34,0,0,0,1.9,0.918,0.983,4.6,0.673,1.0
OPS-100357,2026-01-15,South East,Workplace Services,11,49,60,57,3,1,0,1.8,0.942,0.972,4.4,0.669,0.95
OPS-100358,2026-01-15,South East,Facilities Response,388,47,435,21,414,0,0,8.0,0.6,0.982,2.5,0.751,0.048
OPS-100359,2026-01-15,South East,Estates Support,12,36,48,48,0,1,0,1.8,0.887,0.987,4.7,0.695,1.0
OPS-100360,2026-01-15,South East,Workplace Projects,143,30,173,23,150,0,0,8.0,0.6,1.0,2.5,0.719,0.133
OPS-100361,2026-01-15,Wales,Workplace Services,198,47,245,24,221,0,0,8.0,0.6,0.972,2.5,0.771,0.098
OPS-100362,2026-01-15,Wales,Facilities Response,134,37,171,30,141,0,0,8.0,0.6,1.0,2.5,0.706,0.175
OPS-100363,2026-01-15,Wales,Estates Support,100,57,157,27,130,0,0,8.0,0.6,0.98,2.5,0.755,0.172
OPS-100364,2026-01-15,Wales,Workplace Projects,0,32,32,32,0,0,0,2.5,0.996,1.0,4.7,0.74,1.0
OPS-100365,2026-01-16,Scotland,Workplace Services,46,34,80,34,46,0,0,5.4,0.703,0.982,2.7,0.705,0.425
OPS-100366,2026-01-16,Scotland,Facilities Response,0,34,34,34,0,0,0,1.4,1.0,1.0,4.5,0.71,1.0
OPS-100367,2026-01-16,Scotland,Estates Support,134,45,179,36,143,1,0,8.0,0.6,0.982,2.5,0.786,0.201
OPS-100368,2026-01-16,Scotland,Workplace Projects,0,25,25,25,0,0,0,1.8,0.968,0.948,4.3,0.777,1.0
OPS-100369,2026-01-16,North East,Workplace Services,0,45,45,45,0,0,0,1.7,1.0,0.991,4.8,0.692,1.0
OPS-100370,2026-01-16,North East,Facilities Response,7,48,55,55,0,0,0,1.2,0.927,0.967,4.4,0.706,1.0
OPS-100371,2026-01-16,North East,Estates Support,277,49,326,22,304,0,0,8.0,0.6,0.987,2.5,0.709,0.067
OPS-100372,2026-01-16,North East,Workplace Projects,40,29,69,26,43,0,0,5.1,0.679,0.986,3.1,0.774,0.377
OPS-100373,2026-01-16,North West,Workplace Services,136,46,182,34,148,0,0,8.0,0.6,0.992,2.5,0.779,0.187
OPS-100374,2026-01-16,North West,Facilities Response,228,55,283,27,256,0,0,8.0,0.6,0.996,2.5,0.783,0.095
OPS-100375,2026-01-16,North West,Estates Support,316,47,363,21,342,0,0,8.0,0.6,0.976,2.5,0.667,0.058
OPS-100376,2026-01-16,North West,Workplace Projects,0,42,42,42,0,0,0,1.0,1.0,0.981,4.6,0.723,1.0
OPS-100377,2026-01-16,Midlands,Workplace Services,1,50,51,44,7,0,0,2.5,0.911,0.98,4.2,0.814,0.863
OPS-100378,2026-01-16,Midlands,Facilities Response,167,42,209,36,173,0,0,8.0,0.6,1.0,2.5,0.788,0.172
OPS-100379,2026-01-16,Midlands,Estates Support,73,40,113,31,82,0,0,7.8,0.6,0.998,2.5,0.788,0.274
OPS-100380,2026-01-16,Midlands,Workplace Projects,0,37,37,33,4,2,0,2.6,0.908,0.959,4.3,0.72,0.892
OPS-100381,2026-01-16,South West,Workplace Services,203,30,233,29,204,0,0,8.0,0.6,0.991,2.5,0.703,0.124
OPS-100382,2026-01-16,South West,Facilities Response,0,19,19,19,0,1,0,1.8,0.935,0.983,4.6,0.689,1.0
OPS-100383,2026-01-16,South West,Estates Support,0,48,48,47,1,0,0,1.6,1.0,0.979,4.5,0.649,0.979
OPS-100384,2026-01-16,South West,Workplace Projects,0,25,25,25,0,0,0,1.1,0.96,0.967,4.8,0.673,1.0
OPS-100385,2026-01-16,South East,Workplace Services,3,45,48,48,0,0,0,2.1,0.977,0.983,4.8,0.669,1.0
OPS-100386,2026-01-16,South East,Facilities Response,414,48,462,16,446,0,0,8.0,0.6,0.992,2.5,0.751,0.035
OPS-100387,2026-01-16,South East,Estates Support,0,39,39,39,0,0,0,1.2,0.947,0.986,4.5,0.695,1.0
OPS-100388,2026-01-16,South East,Workplace Projects,150,34,184,24,160,0,0,8.0,0.6,0.999,2.5,0.719,0.13
OPS-100389,2026-01-16,Wales,Workplace Services,221,28,249,22,227,0,0,8.0,0.6,0.978,2.5,0.771,0.088
OPS-100390,2026-01-16,Wales,Facilities Response,141,52,193,27,166,0,0,8.0,0.6,0.993,2.5,0.706,0.14
OPS-100391,2026-01-16,Wales,Estates Support,130,58,188,35,153,0,0,8.0,0.6,0.973,2.5,0.755,0.186
OPS-100392,2026-01-16,Wales,Workplace Projects,0,25,25,25,0,0,0,1.3,0.982,1.0,4.2,0.74,1.0
OPS-100393,2026-01-19,Scotland,Workplace Services,46,57,103,43,60,0,0,6.4,0.628,0.989,2.6,0.705,0.417
OPS-100394,2026-01-19,Scotland,Facilities Response,0,20,20,20,0,0,0,1.5,0.942,0.973,4.8,0.71,1.0
OPS-100395,2026-01-19,Scotland,Estates Support,143,54,197,42,155,0,0,8.0,0.6,1.0,2.5,0.786,0.213
OPS-100396,2026-01-19,Scotland,Workplace Projects,0,29,29,29,0,0,0,1.7,0.972,0.986,4.8,0.777,1.0
OPS-100397,2026-01-19,North East,Workplace Services,0,34,34,34,0,1,0,1.3,0.952,0.973,4.5,0.692,1.0
OPS-100398,2026-01-19,North East,Facilities Response,0,29,29,29,0,0,0,1.3,0.972,0.95,4.5,0.706,1.0
OPS-100399,2026-01-19,North East,Estates Support,304,45,349,17,332,0,0,8.0,0.6,1.0,2.5,0.709,0.049
OPS-100400,2026-01-19,North East,Workplace Projects,43,13,56,31,25,0,0,3.5,0.863,1.0,3.7,0.774,0.554
OPS-100401,2026-01-19,North West,Workplace Services,148,30,178,34,144,0,0,8.0,0.6,1.0,2.5,0.779,0.191
OPS-100402,2026-01-19,North West,Facilities Response,256,59,315,26,289,0,0,8.0,0.6,0.984,2.5,0.783,0.083
OPS-100403,2026-01-19,North West,Estates Support,342,26,368,20,348,0,0,8.0,0.6,0.972,2.5,0.667,0.054
OPS-100404,2026-01-19,North West,Workplace Projects,0,25,25,25,0,0,0,1.4,0.949,0.998,4.7,0.723,1.0
OPS-100405,2026-01-19,Midlands,Workplace Services,7,40,47,42,5,0,0,1.8,0.948,1.0,4.4,0.814,0.894
OPS-100406,2026-01-19,Midlands,Facilities Response,173,37,210,32,178,0,0,8.0,0.6,0.974,2.5,0.788,0.152
OPS-100407,2026-01-19,Midlands,Estates Support,82,30,112,38,74,0,0,7.1,0.6,0.971,2.5,0.788,0.339
OPS-100408,2026-01-19,Midlands,Workplace Projects,4,39,43,39,4,0,0,2.1,0.962,0.969,3.9,0.72,0.907
OPS-100409,2026-01-19,South West,Workplace Services,204,34,238,30,208,0,0,8.0,0.6,0.981,2.5,0.703,0.126
OPS-100410,2026-01-19,South West,Facilities Response,0,53,53,48,5,0,0,1.3,0.959,0.983,4.4,0.689,0.906
OPS-100411,2026-01-19,South West,Estates Support,1,29,30,30,0,1,0,1.7,0.973,0.995,4.6,0.649,1.0
OPS-100412,2026-01-19,South West,Workplace Projects,0,28,28,28,0,1,0,2.0,0.917,0.998,4.4,0.673,1.0
OPS-100413,2026-01-19,South East,Workplace Services,0,28,28,28,0,0,0,1.5,0.934,0.986,4.4,0.669,1.0
OPS-100414,2026-01-19,South East,Facilities Response,446,42,488,19,469,0,0,8.0,0.6,0.972,2.5,0.751,0.039
OPS-100415,2026-01-19,South East,Estates Support,0,33,33,33,0,0,0,0.9,0.984,1.0,4.7,0.695,1.0
OPS-100416,2026-01-19,South East,Workplace Projects,160,41,201,26,175,0,0,8.0,0.6,0.994,2.5,0.719,0.129
OPS-100417,2026-01-19,Wales,Workplace Services,227,35,262,22,240,0,0,8.0,0.6,0.982,2.5,0.771,0.084
OPS-100418,2026-01-19,Wales,Facilities Response,166,37,203,24,179,0,0,8.0,0.6,0.986,2.5,0.706,0.118
OPS-100419,2026-01-19,Wales,Estates Support,153,39,192,28,164,0,0,8.0,0.6,0.974,2.5,0.755,0.146
OPS-100420,2026-01-19,Wales,Workplace Projects,0,30,30,30,0,0,0,1.9,1.0,1.0,4.4,0.74,1.0
OPS-100421,2026-01-20,Scotland,Workplace Services,60,41,101,38,63,0,0,6.6,0.6,0.987,2.5,0.705,0.376
OPS-100422,2026-01-20,Scotland,Facilities Response,0,62,62,44,18,0,0,3.2,0.867,0.98,4.2,0.71,0.71
OPS-100423,2026-01-20,Scotland,Estates Support,155,39,194,31,163,0,0,8.0,0.6,0.985,2.5,0.786,0.16
OPS-100424,2026-01-20,Scotland,Workplace Projects,0,29,29,29,0,0,0,1.8,1.0,0.989,4.7,0.777,1.0
OPS-100425,2026-01-20,North East,Workplace Services,0,64,64,42,22,0,0,2.6,0.782,0.982,3.8,0.692,0.656
OPS-100426,2026-01-20,North East,Facilities Response,0,36,36,36,0,0,0,1.7,0.981,0.967,4.3,0.706,1.0
OPS-100427,2026-01-20,North East,Estates Support,332,29,361,20,341,1,0,8.0,0.6,0.994,2.5,0.709,0.055
OPS-100428,2026-01-20,North East,Workplace Projects,25,33,58,28,30,0,0,3.2,0.791,0.982,3.6,0.774,0.483
OPS-100429,2026-01-20,North West,Workplace Services,144,35,179,31,148,0,0,8.0,0.6,0.964,2.5,0.779,0.173
OPS-100430,2026-01-20,North West,Facilities Response,289,20,309,29,280,0,0,8.0,0.6,0.987,2.5,0.783,0.094
OPS-100431,2026-01-20,North West,Estates Support,348,24,372,18,354,0,0,8.0,0.6,0.999,2.5,0.667,0.048
OPS-100432,2026-01-20,North West,Workplace Projects,0,35,35,35,0,0,0,1.4,0.947,0.999,4.9,0.723,1.0
OPS-100433,2026-01-20,Midlands,Workplace Services,5,37,42,42,0,0,0,1.5,1.0,0.97,4.6,0.814,1.0
OPS-100434,2026-01-20,Midlands,Facilities Response,178,37,215,27,188,0,0,8.0,0.6,1.0,2.5,0.788,0.126
OPS-100435,2026-01-20,Midlands,Estates Support,74,29,103,34,69,0,0,6.8,0.6,0.955,2.5,0.788,0.33
OPS-100436,2026-01-20,Midlands,Workplace Projects,4,28,32,32,0,0,0,1.7,0.952,0.964,4.7,0.72,1.0
OPS-100437,2026-01-20,South West,Workplace Services,208,54,262,26,236,0,0,8.0,0.6,1.0,2.5,0.703,0.099
OPS-100438,2026-01-20,South West,Facilities Response,5,40,45,45,0,0,0,0.5,0.996,0.988,4.4,0.689,1.0
OPS-100439,2026-01-20,South West,Estates Support,0,34,34,34,0,0,0,1.2,0.968,0.991,4.5,0.649,1.0
